7324,791.5,791.5,14.539,8.3717,17.807,18.838,31.111,13.212,70.666,38.273,22.594,4.5949,4.7717,16.679,25.385,27.44,24.993,12.659,15.543,15.043,15.608,5.7171,5.1142,13.102,11.361,11.361,4.6185,34.922,23.423,29.305,29.305,29.305,19.536,8.6784,8.6784
791.5,13825,319.17,319.17,45.977,39.025,30.986,68.223,48.253,33.11,37.252,49.479,10.057,20.876,36.582,9.2938,68.885,65.824,9.2644,34.138,10.988,10.988,10.988,10.988,10.988,10.988,10.988,10.988,10.929,61.621,12.813,12.813,12.813,12.813,12.813,12.813
791.5,319.17,6597.6,78.853,15.171,32.165,51.18,32.134,47.708,54.655,54.655,32.622,16.579,16.579,16.579,30.689,28.389,36.182,15.305,15.305,18.202,37.815,37.815,37.815,15.862,15.862,15.862,16.786,16.786,17.011,17.011,17.011,17.011,17.011,17.011,17.011
14.539,319.17,78.853,1255,237.63,117.21,55.499,25.018,14.399,11.895,13.134,7.3857,13.347,15.577,15.14,26.835,12.817,9.9824,25.22,11.289,18.107,15.945,10.301,21.223,12.626,8.1852,11.046,15.831,15.31,16.915,13.712,17.545,16.858,15.693,7.7841,9.0503
8.3717,45.977,15.171,237.63,755.81,118.6,61.555,31.124,23.923,17.9,17.318,12.74,18.227,16.93,21.357,18.598,11.077,8.8892,15.894,19.106,18.865,16.312,13.722,10.159,8.6787,7.7115,11.037,14.488,13.032,16.161,13.461,12.741,3.9197,5.0714,6.3206,6.3073
17.807,39.025,32.165,117.21,118.6,693.66,120.96,39.648,29.008,19.128,23.283,25.732,23.084,22.342,19.984,18.78,16.161,18.373,14.507,12.553,21.601,17.192,10.715,7.8952,13.03,9.3777,8.6094,13.745,13.222,14.998,13.534,6.2566,2.0602,4.2617,2.8574,12.183
18.838,30.986,51.18,55.499,61.555,120.96,664.45,108.77,49.735,42.677,37.522,28.168,34.033,23.544,25.997,26.365,25.845,27.058,15.869,19.209,17.05,16.457,5.3517,5.9941,8.7116,9.308,7.8218,10.285,17.544,23.07,23.989,7.6034,2.1921,2.2678,3.0342,7.0589
31.111,68.223,32.134,25.018,31.124,39.648,108.77,619.42,120.66,90.95,64.46,55.87,49.127,36.625,31.54,27.673,25.29,25.01,15.429,21.174,19.931,12.035,10.083,7.331,5.7892,5.6265,3.0731,12.727,16.522,19.648,14.182,6.2603,3.0927,4.2659,4.7626,5.541
13.212,48.253,47.708,14.399,23.923,29.008,49.735,120.66,682.65,159.85,78.097,62.437,46.726,31.597,28.056,28.788,20.744,20.382,9.7188,14.134,19.714,7.3625,3.116,6.1315,5.2481,5.5604,4.2571,4.5281,8.1697,20.45,11.464,3.5331,2.0356,2.0356,5.6486,7.6638
70.666,33.11,54.655,11.895,17.9,19.128,42.677,90.95,159.85,619.31,138.91,77.168,46.486,33.735,23.685,33.473,27.703,26.478,17.473,18.63,14.401,9.714,4.2731,7.6478,4.3651,4.2377,9.7318,5.1779,9.9651,20.461,12.373,6.049,6.049,4.8036,2.1501,7.4942
38.273,37.252,54.655,13.134,17.318,23.283,37.522,64.46,78.097,138.91,602.4,149.21,88.381,45.302,24.439,23.299,35.063,27.667,9.8246,24.406,20.596,9.8264,6.6118,8.0607,6.4413,3.5734,4.6944,7.7597,12.082,16.269,12.893,5.9611,1.9623,3.0441,5.448,10.558
22.594,49.479,32.622,7.3857,12.74,25.732,28.168,55.87,62.437,77.168,149.21,614.25,113.63,58.367,25.012,35.714,29.709,25.998,12.815,24.607,11.79,7.5463,6.389,7.9989,6.8479,4.4327,4.3649,9.2828,11.727,19.916,15.667,3.6205,1.043,4.3145,2.895,3.3661
4.5949,10.057,16.579,13.347,18.227,23.084,34.033,49.127,46.726,46.486,88.381,113.63,690.22,136.26,67.655,36.787,23.893,28.155,15.919,21.444,19.395,11.206,5.1925,6.3858,8.9468,6.4339,9.5036,7.86,12.484,14.38,9.2837,4.5957,6.3547,5.4754,5.8811,11.392
4.7717,20.876,16.579,15.577,16.93,22.342,23.544,36.625,31.597,33.735,45.302,58.367,136.26,650.66,122.93,56.284,33.68,25.636,27.045,16.224,18.959,13.484,6.7405,10.858,13.424,6.017,5.9204,17.424,14.144,11.618,13.781,6.6849,9.9055,5.6899,6.1086,7.0982
16.679,36.582,16.579,15.14,21.357,19.984,25.997,31.54,28.056,23.685,24.439,25.012,67.655,122.93,912.48,99.023,25.357,19.81,43.432,18.643,23.905,16.14,17.154,13.765,12.226,19.957,16.15,17.683,18.608,7.765,12.71,14.274,15.486,6.0086,11.624,17.686
25.385,9.2938,30.689,26.835,18.598,18.78,26.365,27.673,28.788,33.473,23.299,35.714,36.787,56.284,99.023,703.05,104.83,73.414,45.074,30.794,33.917,19.256,10.86,10.819,10.164,7.2022,10.57,18.078,15.288,24.271,21.05,5.1561,4.9573,9.2376,6.392,4.2531
27.44,68.885,28.389,12.817,11.077,16.161,25.845,25.29,20.744,27.703,35.063,29.709,23.893,33.68,25.357,104.83,681.13,164.25,41.723,48.027,36.244,14.209,3.9033,5.4912,8.9623,8.8584,5.9776,13.972,16.076,31.566,15.417,3.9637,0.91407,0.91407,8.4356,6.8743
24.993,65.824,36.182,9.9824,8.8892,18.373,27.058,25.01,20.382,26.478,27.667,25.998,28.155,25.636,19.81,73.414,164.25,832.9,75.821,61.218,41.194,23.927,7.1051,8.9067,9.7906,11.289,4.8473,13.786,14.9,30.318,20.372,3.0292,2.3286,6.0241,3.2237,7.5042
12.659,9.2644,15.305,25.22,15.894,14.507,15.869,15.429,9.7188,17.473,9.8246,12.815,15.919,27.045,43.432,45.074,41.723,75.821,862.07,110.11,68.161,43.891,33.078,23.194,12.898,26.932,23.414,19.002,21.025,14.323,18.518,22.268,13.835,6.1372,10.922,9.5349
15.543,34.138,15.305,11.289,19.106,12.553,19.209,21.174,14.134,18.63,24.406,24.607,21.444,16.224,18.643,30.794,48.027,61.218,110.11,647.7,141.71,42.239,13.262,10.884,17.339,10.971,6.4624,17.864,22.689,33.092,22.633,9.4279,5.4351,6.5629,3.3439,3.893
15.043,10.988,18.202,18.107,18.865,21.601,17.05,19.931,19.714,14.401,20.596,11.79,19.395,18.959,23.905,33.917,36.244,41.194,68.161,141.71,816.35,114.17,37.125,23.724,19.161,24.192,13.888,22.6,21.854,29.936,35.949,13.211,5.865,7.2816,6.4773,8.7902
15.608,10.988,37.815,15.945,16.312,17.192,16.457,12.035,7.3625,9.714,9.8264,7.5463,11.206,13.484,16.14,19.256,14.209,23.927,43.891,42.239,114.17,879.95,140.97,62.019,38.13,47.365,25.952,31.351,33.737,24.41,28.238,13.73,13.417,20.195,14.576,15.663
5.7171,10.988,37.815,10.301,13.722,10.715,5.3517,10.083,3.116,4.2731,6.6118,6.389,5.1925,6.7405,17.154,10.86,3.9033,7.1051,33.078,13.262,37.125,140.97,1358,163.32,47.335,64.722,63.93,36.912,25.563,10.016,17.508,46.093,37.248,24.758,22.051,19.933
5.1142,10.988,37.815,21.223,10.159,7.8952,5.9941,7.331,6.1315,7.6478,8.0607,7.9989,6.3858,10.858,13.765,10.819,5.4912,8.9067,23.194,10.884,23.724,62.019,163.32,1053.1,118.57,94.545,47.481,36.135,19.769,11.395,11.997,22.83,23.967,29.754,22.039,19.236
13.102,10.988,15.862,12.626,8.6787,13.03,8.7116,5.7892,5.2481,4.3651,6.4413,6.8479,8.9468,13.424,12.226,10.164,8.9623,9.7906,12.898,17.339,19.161,38.13,47.335,118.57,835.07,193.05,48.45,44.481,31.584,15.359,19.843,20.401,17.407,6.3582,15.072,14.254
11.361,10.988,15.862,8.1852,7.7115,9.3777,9.308,5.6265,5.5604,4.2377,3.5734,4.4327,6.4339,6.017,19.957,7.2022,8.8584,11.289,26.932,10.971,24.192,47.365,64.722,94.545,193.05,1045,178.45,59.835,41.747,13.978,22.469,33.377,18.61,23.38,19.554,15.645
11.361,10.988,15.862,11.046,11.037,8.6094,7.8218,3.0731,4.2571,9.7318,4.6944,4.3649,9.5036,5.9204,16.15,10.57,5.9776,4.8473,23.414,6.4624,13.888,25.952,63.93,47.481,48.45,178.45,1133.1,144.76,46.27,13.633,29.972,40.314,41.359,28.06,20.253,12.461
